"idBolhas";"idCampanha";"idSitio";"profundidade";"nroDeFunis";"volumeColetado";"CO2";"O2";"N2";"CH4";"N2O";"dataMedida";"horaMedida"
"187";"1201";"12019";"20";"2";"22";"5.3000001907";"6.3000001907";"17.600000381";"5.4000000954";\N;"2004-11-23";"12:20:00"
"188";"1201";"12020";"5";"3";"140";"0.5";"11.699999809";"80.900001526";"30.399999619";"0.3000000119";"2004-11-24";"12:50:00"
"189";"1201";"12020";"10";"3";"47";\N;"9.3000001907";"29.200000763";"6.9000000954";"0.1700000018";"2004-11-24";"12:40:00"
"190";"1201";"12020";"20";"2";"8";\N;"3";"9.3000001907";"0.5";\N;"2004-11-24";"12:30:00"
"191";"1201";"12021";"5";"3";"58";"0.1000000015";"10.699999809";"45.400001526";"4.6999998093";"0.1199999973";"2004-11-25";"12:47:00"
"192";"1201";"12021";"10";"3";"0";"0";"0";"0";"0";"0";"2004-11-25";"12:05:00"
"193";"1201";"12021";"20";"2";"0";"0";"0";"0";"0";"0";"2004-11-25";"12:59:00"
"194";"1201";"12022";"5";"3";"85";"0.1000000015";"8.8000001907";"46.5";"22.299999237";"0.1199999973";"2004-11-25";"13:05:00"
"195";"1201";"12022";"10";"3";"0";"0";"0";"0";"0";"0";"2004-11-25";"13:10:00"
"196";"1201";"12023";"6";"3";"323";"0.6999999881";"49.900001526";"245.80000305";"70.800003052";\N;"2004-11-26";"08:25:00"
"197";"1201";"12023";"10";"3";"0";"0";"0";"0";"0";"0";"2004-11-26";"08:29:00"
"198";"1201";"12023";"19";"2";"0";"0";"0";"0";"0";"0";"2004-11-26";"08:35:00"
"199";"1201";"12024";"5";"3";"38";"0.1000000015";"6.5";"28.399999619";"8.8000001907";\N;"2004-11-26";"09:00:00"
"200";"1201";"12024";"10";"3";"0";"0";"0";"0";"0";"0";"2004-11-26";"08:55:00"
"201";"1201";"12024";"20";"2";"0";"0";"0";"0";"0";"0";"2004-11-26";"08:50:00"
"202";"1204";"12025";"5";"3";"0";"0";"0";"0";"0";"0";"2005-03-18";"11:05:00"
"203";"1204";"12025";"10";"2";"0";"0";"0";"0";"0";"0";"2005-03-18";"11:09:00"
"204";"1204";"12025";"21";"2";"0";"0";"0";"0";"0";"0";"2005-03-18";"11:11:00"
"205";"1204";"12026";"5";"3";"0";"0";"0";"0";"0";"0";"2005-03-18";"11:42:00"
"206";"1204";"12026";"10";"3";"0";"0";"0";"0";"0";"0";"2005-03-18";"11:38:00"
"207";"1204";"12026";"20";"2";"0";"0";"0";"0";"0";"0";"2005-03-18";"11:35:00"
"208";"1204";"12027";"5";"3";"0";"0";"0";"0";"0";"0";"2005-03-19";"13:41:00"
"209";"1204";"12027";"10";"3";"0";"0";"0";"0";"0";"0";"2005-03-19";"13:38:00"
"210";"1204";"12027";"20";"2";"0";"0";"0";"0";"0";"0";"2005-03-19";"13:35:00"
"211";"1204";"12028";"5";"3";"0";"0";"0";"0";"0";"0";"2005-03-19";"14:00:00"
"212";"1204";"12028";"10";"2";"0";"0";"0";"0";"0";"0";"2005-03-19";"13:57:00"
"213";"1204";"12028";"20";"2";"0";"0";"0";"0";"0";"0";"2005-03-19";"13:55:00"
"214";"1204";"12029";"5";"3";"59";"0.0905999988";"8.0399999619";"35.740001678";"7.3499999046";"0.0109999999";"2005-03-21";"10:15:00"
"215";"1204";"12029";"10";"2";"0";"0";"0";"0";"0";"0";"2005-03-21";"10:18:00"
"216";"1204";"12029";"20";"2";"0";"0";"0";"0";"0";"0";"2005-03-21";"10:21:00"
"217";"1204";"12030";"5";"3";"45";"0.400000006";"2.2899999619";"26.159999847";"7.8600001335";\N;"2005-03-21";"09:50:00"
"218";"1204";"12030";"10";"2";"48";"0.4300000072";"5.8000001907";"33.509998322";"14.880000114";\N;"2005-03-21";"09:53:00"
"219";"1204";"12030";"20";"2";"0";"0";"0";"0";"0";"0";"2005-03-21";"09:57:00"
"220";"1204";"12031";"5";"3";"100";"0.7099999785";"6.6700000763";"50.709999084";"25.069999695";"0.0333000012";"2005-03-22";"11:10:00"
"221";"1204";"12031";"10";"3";"38";"0.0667999983";"5.1500000954";"18.840000153";"9.8400001526";\N;"2005-03-22";"11:12:00"
"222";"1204";"12031";"20";"2";"55";"0";"0";"0";"0";"0";"2005-03-22";"11:14:00"
"223";"1204";"12032";"5";"3";"6";"0.0211999994";"1.0299999714";"5.1300001144";"0.4099999964";\N;"2005-03-22";"11:31:00"
"224";"1204";"12032";"10";"2";"22";"0.0579999983";"4.5399999619";"22.819999695";"5.0500001907";\N;"2005-03-22";"11:28:00"
"225";"1204";"12032";"20";"2";"0";"0";"0";"0";"0";"0";"2005-03-22";"11:25:00"
"226";"1207";"12033";"8";"1";"0";"0";"0";"0";"0";"0";"2005-08-26";"14:45:00"
"227";"1301";"13012";"5";"3";"330";"0.200000003";"4.3000001907";"29.200000763";"12.5";"0.0500000007";"2004-11-17";"14:15:00"
"228";"1301";"13012";"10";"3";"0";"0";"0";"0";"0";"0";"2004-11-17";"14:30:00"
"229";"1301";"13013";"3";"3";"115";"0.8000000119";"31.200000763";"98.199996948";"5.4000000954";"1.1100000143";"2004-11-17";"13:43:00"
"230";"1301";"13013";"7";"3";"0";"0";"0";"0";"0";"0";"2004-11-17";"13:53:00"
"231";"1301";"13013";"15";"2";"125";"0.8999999762";"24.600000381";"102.5";"51.400001526";"0.3799999952";"2004-11-17";"14:02:00"
"232";"1301";"13014";"4.8000001907";"3";"0";"0";"0";"0";"0";"0";"2004-11-18";"11:55:00"
"233";"1301";"13014";"8";"3";"33";"0.200000003";"4.1999998093";"16.299999237";"11.899999619";"6.6999998093";"2004-11-18";"11:50:00"
"234";"1301";"13014";"16";"2";"14";\N;"3";"12.699999809";"6";\N;"2004-11-18";"11:45:00"
"235";"1301";"13015";"3.5";"3";"30";"0.3000000119";"1.7999999523";"19.799999237";"8.5";"2.1800000668";"2004-11-18";"11:20:00"
"236";"1301";"13015";"7.5";"3";"6";\N;"0.8000000119";"5.5";"0.5";\N;"2004-11-18";"11:30:00"
"237";"1301";"13015";"15";"2";"61";"0.5";"8.6000003815";"28.100000381";"47.599998474";"0.3400000036";"2004-11-18";"11:40:00"
"238";"1301";"13016";"5";"3";"31";"0.200000003";"2.2000000477";"19.299999237";"6.4000000954";"0.0500000007";"2004-11-19";"13:25:00"
"239";"1301";"13016";"10";"3";"140";"0.5";"13.699999809";"44.200000763";"53.700000763";"0.2199999988";"2004-11-19";"13:20:00"
"240";"1301";"13016";"20";"2";"5";"0.0099999998";"1.2999999523";"5.4000000954";"0.8999999762";\N;"2004-11-19";"13:10:00"
"241";"1301";"13017";"5";"3";"0";"0";"0";"0";"0";"0";"2004-11-19";"12:45:00"
"242";"1301";"13017";"10";"3";"0";"0";"0";"0";"0";"0";"2004-11-19";"13:00:00"
"243";"1301";"13017";"20";"2";"8";"0.0199999996";"2";"9.1999998093";"1.1000000238";\N;"2004-11-19";"13:05:00"
"244";"1305";"13018";"5";"3";"110";"0";"0";"0";"0";"0";"2005-03-17";"09:15:00"
"245";"1305";"13018";"10";"3";"35";"0";"0";"0";"0";"0";"2005-03-17";"09:10:00"
"246";"1305";"13018";"20";"2";"0";"0";"0";"0";"0";"0";"2005-03-17";"09:05:00"
"247";"1305";"13019";"5";"3";"132";"1.1699999571";"6.7899999619";"68.180000305";"27.149999619";"0.0756999999";"2005-03-15";"09:20:00"
"248";"1305";"13019";"10";"3";"33";"0.2399999946";"2.3900001049";"19.870000839";"4.7699999809";\N;"2005-03-15";"09:30:00"
"249";"1305";"13019";"20";"2";"0";"0";"0";"0";"0";"0";"2005-03-15";"09:35:00"
"250";"1305";"13020";"5";"3";"49";"0.6299999952";"7.1100001335";"52.490001678";"14.260000229";"0.0186000001";"2005-03-16";"11:55:00"
"251";"1305";"13020";"10";"3";"0";"0";"0";"0";"0";"0";"2005-03-16";"12:05:00"
"252";"1305";"13020";"20";"2";"0";"0";"0";"0";"0";"0";"2005-03-16";"12:07:00"
"253";"1305";"13021";"5";"3";"79";"1.0800000429";"6.5300002098";"62.799999237";"25.63999939";"0.0377000012";"2005-03-16";"12:30:00"
"254";"1305";"13021";"10";"3";"0";"0.2899999917";"3.3900001049";"20.459999084";"7.7300000191";"0.0192000009";"2005-03-16";"12:25:00"
"255";"1305";"13021";"20";"2";"0";"0";"0";"0";"0";"0";"2005-03-16";"12:16:00"
"256";"1305";"13022";"5";"3";"98";"0.4300000072";"8.4799995422";"58.25";"12.609999657";\N;"2005-03-15";"09:56:00"
"257";"1305";"13022";"10";"2";"156";"0.6800000072";"19.840000153";"74.879997253";"72.300003052";"0.1309999973";"2005-03-15";"09:50:00"
"258";"1305";"13022";"20";"2";"27";"0.1800000072";"5.7600002289";"17.340000153";"8.9799995422";\N;"2005-03-15";"09:45:00"
"259";"1305";"13023";"5";"3";"0";"0.4600000083";"2.3199999332";"44.680000305";"5.6399998665";\N;"2005-03-17";"09:00:00"
"260";"1305";"13023";"10";"2";"0";"0";"0";"0";"0";"0";"2005-03-17";"09:02:00"
"261";"1305";"13023";"20";"2";"0";"0";"0";"0";"0";"0";"2005-03-17";"09:03:00"
"262";"1309";"13024";"8";"1";"100";"2";"23.239999771";"188.91999817";"61.659999847";"9.7099997e-5";"2005-08-23";"12:08:00"
"263";"1401";"14013";"5";"2";"120";"0.5299999714";"25.930000305";"87.220001221";"25.63999939";"0.0450000018";"2005-11-14";"10:45:00"
"264";"1401";"14013";"10";"2";"10";"0.0130000003";"3.4600000381";"10.340000153";"0.0199999996";\N;"2005-11-14";"10:50:00"
"265";"1401";"14013";"20";"3";"150";"0.1519999951";"31.350000381";"96.13999939";"0.0199999996";"0.1190000027";"2005-11-14";"10:55:00"
"266";"1404";"14013";"6";"3";"0";"0";"0";"0";"0";\N;"2006-03-26";"11:45:00"
"267";"1404";"14013";"10";"3";"0";"0";"0";"0";"0";\N;"2006-03-26";"11:51:00"
"268";"1404";"14013";"20";"2";"0";"0";"0";"0";"0";\N;"2006-03-26";"11:25:00"
"269";"1401";"14014";"5";"3";"7";"0.0060000001";"1.5099999905";"4.7600002289";"0.001";\N;"2005-11-14";"11:10:00"
"270";"1401";"14014";"10";"3";"10";"0.0089999996";"2.2899999619";"6.7199997902";"5.0000002e-4";\N;"2005-11-14";"11:15:00"
"271";"1401";"14014";"20";"3";"12";"0.0120000001";"2.5999999046";"8.1800003052";"0.0320000015";\N;"2005-11-14";"11:20:00"
"272";"1401";"14015";"5";"3";"0";"0";"0";"0";"0";"0";"2005-11-15";"11:28:00"
"273";"1401";"14015";"10";"3";"240";"0.2630000114";"62.569999695";"192.44999695";"0.1099999994";"0.1589999944";"2005-11-15";"11:02:00"
"274";"1401";"14015";"20";"3";"0";"0";"0";"0";"0";"0";"2005-11-15";"11:38:00"
"275";"1404";"14015";"5";"3";"0";"0";"0";"0";"0";\N;"2006-03-27";"12:10:00"
"276";"1404";"14015";"10";"3";"0";"0";"0";"0";"0";\N;"2006-03-27";"12:20:00"
"277";"1404";"14015";"20";"2";"0";"0";"0";"0";"0";\N;"2006-03-27";"12:34:00"
"278";"1407";"14015";"5";"4";"0";"0";"0";"0";"0";"0";"2006-08-12";"12:21:00"
"279";"1407";"14015";"10";"4";"0";"0";"0";"0";"0";"0";"2006-08-12";"12:28:00"
"280";"1401";"14016";"5";"3";"15";"0.023";"3.0999999046";"11.039999962";"1.2000000477";\N;"2005-11-15";"12:10:00"
"281";"1401";"14016";"10";"2";"0";"0";"0";"0";"0";"0";"2005-11-15";"12:15:00"
"282";"1401";"14016";"20";"2";"0";"0";"0";"0";"0";"0";"2005-11-15";"12:22:00"
"283";"1404";"14033";"5";"2";"0";"0";"0";"0";"0";\N;"2006-03-26";"12:13:00"
"284";"1404";"14033";"10";"6";"0";"0";"0";"0";"0";\N;"2006-03-26";"12:07:00"
"285";"1404";"14034";"5";"2";"0";"0";"0";"0";"0";\N;"2006-03-27";"12:47:00"
"286";"1404";"14034";"10";"6";"0";"0";"0";"0";"0";\N;"2006-03-27";"12:55:00"
"287";"1407";"14034";"5";"3";"0";"0";"0";"0";"0";"0";"2006-08-12";"12:35:00"
"288";"1407";"14034";"10";"3";"0";"0";"0";"0";"0";"0";"2006-08-12";"12:38:00"
"289";"1407";"14034";"20";"2";"0";"0";"0";"0";"0";"0";"2006-08-12";"12:41:00"
"290";"1407";"14067";"5";"3";"17";"0.0130000003";"4.0799999237";"12.770000458";"0.0020000001";\N;"2006-08-11";"12:35:00"
"291";"1407";"14067";"10";"3";"39";"0.0469999984";"8.9200000763";"29.670000076";"0.0020000001";\N;"2006-08-11";"12:41:00"
"292";"1407";"14067";"20";"2";"62";"0.0850000009";"22.11000061";"70.25";"0.0020000001";\N;"2006-08-11";"12:50:00"
"293";"1407";"14068";"5";"4";"83";"0.057";"15.25";"47.349998474";"0.003";\N;"2006-08-11";"13:20:00"
"294";"1407";"14068";"10";"4";"0";"0";"0";"0";"0";"0";"2006-08-11";"13:30:00"
"295";"1501";"15017";"5";"4";"300";"0.200000003";"18.38999939";"75.61000061";"53.729999542";"0.125";"2005-11-21";"12:45:00"
"296";"1501";"15017";"9";"3";"68";"0.0599999987";"12.279999733";"41.040000916";"2.9900000095";"0.0659999996";"2005-11-21";"12:35:00"
"297";"1501";"15017";"20";"3";"42";"0.0399999991";"8.6499996185";"27.690000534";"0.0099999998";"0.0149999997";"2005-11-21";"12:51:00"
"298";"1507";"15017";"3";"3";"25";"0.0189999994";"4.5300002098";"15.869999886";"2.5099999905";\N;"2006-08-05";"12:12:00"
"299";"1507";"15017";"9";"3";"0";"0";"0";"0";"0";"0";"2006-08-05";"12:06:00"
"300";"1507";"15017";"20";"2";"5";\N;"1.7200000286";"5.0599999428";"0.3700000048";\N;"2006-08-05";"12:25:00"
"301";"1501";"15018";"5";"3";"315";"0.75";"21.530000687";"67.580001831";"142.67999268";"0.0769999996";"2005-11-22";"17:00:00"
"302";"1501";"15018";"10";"3";"28";"0.0500000007";"4.1199998856";"15.949999809";"4.6300001144";"0";"2005-11-22";"17:15:00"
"303";"1501";"15018";"20";"3";"68";"0.1199999973";"12.279999733";"38.88999939";"11.819999695";"0.0280000009";"2005-11-22";"17:28:00"
"304";"1507";"15018";"5";"3";"9";"0.0659999996";"7.4000000954";"31.649999619";"12.489999771";"0.0280000009";"2006-08-04";"10:50:00"
"305";"1507";"15018";"10";"3";"61";"0.1190000027";"13.770000458";"39.61000061";"24.420000076";"0.0340000018";"2006-08-04";"10:55:00"
"306";"1507";"15018";"20";"2";"96";"0";"0";"0";"0";"0";"2006-08-04";"11:00:00"
"307";"1501";"15019";"5";"3";"0";"0";"0";"0";"0";"0";"2005-11-23";"16:40:00"
"308";"1501";"15019";"10";"3";"0";"0";"0";"0";"0";"0";"2005-11-23";"16:25:00"
"309";"1501";"15019";"20";"3";"290";"0.5099999905";"90.620002747";"277.70001221";"5.1100001335";"0.0890000015";"2005-11-23";"16:20:00"
"310";"1501";"15020";"5";"3";"16";"0.0199999996";"3.7599999905";"12.260000229";"0.0399999991";"0.0879999995";"2005-11-25";"12:00:00"
"311";"1501";"15020";"10";"3";"42";"0.0399999991";"9.5900001526";"31.309999466";"0.1899999976";"0.0060000001";"2005-11-25";"11:55:00"
"312";"1501";"15020";"20";"3";"130";"0.1199999973";"17.559999466";"45.709999084";"38.25";"0.075000003";"2005-11-25";"11:49:00"
"313";"1507";"15020";"5";"3";"50";"0.0480000004";"9.1700000763";"30.069999695";"0.1700000018";"0.0179999992";"2006-07-31";"11:09:00"
"314";"1507";"15020";"10";"3";"35";\N;\N;\N;\N;\N;"2006-07-31";"11:07:00"
"315";"1507";"15020";"20";"2";"72";"0.0439999998";"8.2299995422";"24.030000687";"5";"0.0179999992";"2006-07-31";"11:05:00"
"316";"1501";"15021";"5";"3";"0";"0";"0";"0";"0";"0";"2005-11-26";"11:45:00"
"317";"1501";"15021";"10";"3";"30";"0.0399999991";"4.8400001526";"15.460000038";"4.6999998093";"0.0070000002";"2005-11-26";"11:35:00"
"318";"1501";"15021";"20";"3";"0";"0";"0";"0";"0";"0";"2005-11-26";"11:30:00"
"319";"1504";"15049";"3";"3";"0";"0.023";"2.25";"7.5100002289";"0.9900000095";\N;"2006-04-04";"10:55:00"
"320";"1504";"15049";"5";"3";"0";"0.0839999989";"12.479999542";"38.540000916";"32.540000916";\N;"2006-04-04";"10:50:00"
"321";"1504";"15049";"10";"7";"0";"0.0790000036";"9.6000003815";"29.989999771";"26.590000153";\N;"2006-04-04";"11:00:00"
"322";"1504";"15049";"16";"3";"0";"0";"0";"0";"0";\N;"2006-04-04";"11:05:00"
"323";"1504";"15050";"5";"3";"9";"0";"0";"0";"0";\N;"2006-04-02";"11:00:00"
"324";"1504";"15050";"10";"3";"130";"0";"0";"0";"0";\N;"2006-04-02";"11:15:00"
"325";"1504";"15050";"10.010000229";"7";"238";"0";"0";"0";"0";\N;"2006-04-02";"11:19:00"
"326";"1504";"15050";"17";"3";"0";"0";"0";"0";"0";\N;"2006-04-02";"11:23:00"
"327";"1504";"15051";"3";"3";"105";"0.4699999988";"12.81000042";"56.439998627";"36.009998322";\N;"2006-04-03";"15:44:00"
"328";"1504";"15051";"7";"3";"47";"0.150000006";"10.789999962";"34.979999542";"9.279999733";\N;"2006-04-03";"15:49:00"
"329";"1504";"15051";"10";"7";"0";"0";"0";"0";"0";\N;"2006-04-03";"15:59:00"
"330";"1504";"15051";"11.300000191";"3";"8";\N;"1.8200000525";"7.4899997711";"0.5899999738";\N;"2006-04-03";"15:55:00"
"331";"1504";"15052";"10";"7";"0";"0";"0";"0";"0";\N;"2006-04-06";"11:50:00"
"332";"1504";"15053";"5";"3";"0";"0";"0";"0";"0";\N;"2006-04-06";"11:30:00"
"333";"1504";"15053";"10";"3";"0";"0";"0";"0";"0";\N;"2006-04-06";"11:35:00"
"334";"1504";"15053";"20";"3";"0";"0";"0";"0";"0";\N;"2006-04-06";"11:38:00"
"335";"1504";"15054";"5";"3";"0";"0";"0";"0";"0";\N;"2006-04-07";"14:39:00"
"336";"1504";"15054";"10";"3";"0";"0";"0";"0";"0";\N;"2006-04-07";"14:42:00"
"337";"1504";"15054";"20";"3";"0";"0";"0";"0";"0";\N;"2006-04-07";"14:44:00"
"338";"1504";"15055";"10";"7";"0";"0";"0";"0";"0";\N;"2006-04-07";"14:25:00"
"339";"1507";"15120";"10";"4";"76";"0.0540000014";"10.149999619";"34.88999939";"0.0120000001";"0.0240000002";"2006-07-31";"11:35:00"
"340";"1507";"15120";"20";"4";"70";"0.0439999998";"9.5";"31.690000534";"0.0049999999";"0.0199999996";"2006-07-31";"11:30:00"
"341";"1507";"15121";"5";"3";"95";"0.0970000029";"24.729999542";"79.550003052";"1.1599999666";\N;"2006-08-01";"18:02:00"
"342";"1507";"15121";"10";"3";"120";"0.061999999";"6.7800002098";"34.090000153";"52.409999847";\N;"2006-08-01";"18:05:00"
"343";"1507";"15121";"18";"2";"19";"0.0240000002";"6.3200001717";"17.729999542";"4.4899997711";\N;"2006-08-01";"18:10:00"
"344";"1507";"15122";"10";"4";"7";"0.0049999999";"0.8899999857";"2.4800000191";"1.4099999666";\N;"2006-08-01";"18:19:00"
"345";"1507";"15122";"20";"4";"0";"0";"0";"0";"0";"0";"2006-08-01";"18:15:00"
"346";"1507";"15123";"10";"4";"0";"0";"0";"0";"0";"0";"2006-08-02";"15:53:00"
"347";"1507";"15123";"20";"4";"0";"0";"0";"0";"0";"0";"2006-08-02";"15:58:00"
"348";"1507";"15124";"5";"3";"0";"0";"0";"0";"0";"0";"2006-08-02";"16:10:00"
"349";"1507";"15124";"10";"3";"0";"0";"0";"0";"0";"0";"2006-08-02";"16:16:00"
"350";"1507";"15124";"20";"2";"0";"0";"0";"0";"0";"0";"2006-08-02";"16:21:00"
"351";"1507";"15125";"5";"4";"0";"0";"0";"0";"0";"0";"2006-08-04";"11:40:00"
"352";"1507";"15125";"10";"4";"0";"0";"0";"0";"0";"0";"2006-08-04";"11:30:00"
"353";"1507";"15126";"5";"4";"23";"0.0149999997";"3.0399999619";"10.75";"1.7300000191";\N;"2006-08-05";"12:44:00"
"354";"1507";"15126";"9";"4";"102";"0.0920000002";"9.9899997711";"33.63999939";"17.409999847";"0.0189999994";"2006-08-05";"12:36:00"
"355";"1507";"15127";"5";"4";"0";"0";"0";"0";"0";"0";"2006-08-06";"12:15:00"
"356";"1507";"15127";"10";"4";"0";"0";"0";"0";"0";"0";"2006-08-06";"12:26:00"
"357";"1507";"15128";"5";"3";"0";"0";"0";"0";"0";"0";"2006-08-06";"12:43:00"
"358";"1507";"15128";"10";"3";"0";"0";"0";"0";"0";"0";"2006-08-06";"12:38:00"
"359";"1507";"15128";"20";"2";"0";"0";"0";"0";"0";"0";"2006-08-06";"12:35:00"
"360";"1601";"16015";"5";"3";"10";"0.0070000002";"2.2300000191";"7.1900000572";"0.0299999993";\N;"2005-11-17";"10:15:00"
"361";"1601";"16015";"10";"3";"0";"0";"0";"0";"0";"0";"2005-11-17";"10:17:00"
"362";"1601";"16015";"20";"3";"10";"0.0070000002";"2.2200000286";"6.75";"0.25";\N;"2005-11-17";"10:21:00"
"363";"1601";"16016";"5";"3";"0";"0";"0";"0";"0";"0";"2005-11-17";"10:02:00"
"364";"1601";"16016";"10";"2";"7";"0.0060000001";"2.3299999237";"7.3800001144";"0.0599999987";\N;"2005-11-17";"10:06:00"
"365";"1601";"16016";"20";"2";"54";"0.057";"16.510000229";"48.770000458";"4.8499999046";"0.0260000005";"2005-11-17";"10:11:00"
"366";"1601";"16017";"5";"1";"5";"0.0060000001";"1.0900000334";"4.0300002098";"0.0089999996";\N;"2005-11-18";"12:05:00"
"367";"1601";"16017";"10";\N;\N;\N;\N;\N;\N;\N;"2005-11-18";"12:12:00"
"368";"1601";"16017";"20";\N;\N;\N;\N;\N;\N;\N;"2005-11-18";"12:20:00"
"369";"1601";"16018";"5";"3";"0";"0";"0";"0";"0";"0";"2005-11-18";"12:38:00"
"370";"1601";"16018";"10";"2";"16";"0.0370000005";"5.2100000381";"19.129999161";"0.9100000262";\N;"2005-11-18";"12:34:00"
"371";"1601";"16018";"20";"2";"11";"0.023";"3.7699999809";"12.739999771";"0.6000000238";\N;"2005-11-18";"12:27:00"
"372";"1601";"16019";"5";"4";"0";"0";"0";"0";"0";"0";"2005-11-19";"12:41:00"
"373";"1601";"16019";"10";"3";"0";"0";"0";"0";"0";"0";"2005-11-19";"12:33:00"
"374";"1601";"16019";"20";"3";"0";"0";"0";"0";"0";"0";"2005-11-19";"12:21:00"
"375";"1604";"16035";"10";"7";"0";"0";"0";"0";"0";\N;"2006-03-29";"11:36:00"
"376";"1604";"16036";"2";"3";"0";"0";"0";"0";"0";\N;"2006-03-29";"11:05:00"
"377";"1604";"16036";"5.5";"3";"0";"0";"0";"0";"0";\N;"2006-03-29";"11:15:00"
"378";"1604";"16036";"11";"3";"0";"0";"0";"0";"0";\N;"2006-03-29";"11:10:00"
"379";"1604";"16037";"5.5";"3";"30";"0.1099999994";"4.1100001335";"20.239999771";"2.2000000477";\N;"2006-03-30";"10:12:00"
"380";"1604";"16037";"10";"3";"5";"0.0099999998";"0.7699999809";"3.1199998856";"0.3100000024";\N;"2006-03-30";"10:15:00"
"381";"1604";"16037";"20";"3";"5";\N;\N;\N;\N;\N;"2006-03-30";"10:20:00"
"382";"1604";"16038";"10";"7";"0";"0";"0";"0";"0";\N;"2006-03-30";"10:25:00"
"383";"1604";"16039";"5";"3";"0";"0";"0";"0";"0";\N;"2006-03-31";"11:44:00"
"384";"1604";"16039";"10";"3";"0";"0";"0";"0";"0";\N;"2006-03-31";"11:40:00"
"385";"1604";"16039";"17";"3";"45";\N;"1.1499999762";"3.5499999523";"0.3700000048";\N;"2006-03-31";"11:35:00"
"386";"1607";"16039";"5";"3";"0";"0";"0";"0";"0";"0";"2006-08-09";"14:05:00"
"387";"1607";"16039";"10";"3";"0";"0";"0";"0";"0";"0";"2006-08-09";"14:08:00"
"388";"1607";"16039";"17";"2";"0";"0";"0";"0";"0";"0";"2006-08-09";"14:10:00"
"389";"1604";"16040";"10";"7";"0";"0";"0";"0";"0";\N;"2006-03-31";"11:29:00"
"390";"1607";"16040";"5";"4";"0";"0";"0";"0";"0";"0";"2006-08-09";"13:51:00"
"391";"1607";"16040";"10";"4";"0";"0";"0";"0";"0";"0";"2006-08-09";"13:54:00"
"392";"1607";"16073";"5";"3";"1164";"0.8429999948";"261.44000244";"827.32000732";"9.1300001144";"0.4329999983";"2006-08-08";"12:32:00"
"393";"1607";"16073";"10";"3";"32";"2.7860000134";"7.6300001144";"22.840000153";"0.0020000001";\N;"2006-08-08";"12:40:00"
"394";"1607";"16073";"20";"2";"45";"0.0590000004";"15.430000305";"49.009998322";"0.003";\N;"2006-08-08";"12:50:00"
"395";"1607";"16074";"5";"4";"31";"0.0270000007";"5.4400000572";"16.899999619";"0.001";"0.0089999996";"2006-08-08";"13:05:00"
"396";"1607";"16074";"10";"4";"66";"0.050999999";"11.520000458";"36.130001068";"0.003";\N;"2006-08-08";"13:11:00"
