"idCarbono";"idCampanha";"idSitio";"dataMedida";"horaMedida";"DC";"DOC";"POC";"TOC";"DIC";"TC"
"170";"1401";"14026";"2005-11-15";"11:00:00";\N;"2.9800000191";"0.5";"4.1199998856";"1.1399999857";"5.2600002289"
"171";"1401";"14027";"2005-11-15";"16:00:00";\N;\N;"0.6000000238";"0.6000000238";\N;"0.6000000238"
"172";"1407";"14027";"2006-08-11";"13:45:00";\N;"0.9200000167";"0.3899999857";"0.9200000167";"2.9200000763";"3.8399999142"
"173";"1401";"14028";"2005-11-15";"16:44:00";\N;"0.5099999905";"0.3899999857";"0.5099999905";"0.1700000018";"0.6800000072"
"174";"1401";"14029";"2005-11-15";"17:40:00";\N;"0.6000000238";"0.5699999928";"1.1699999571";"0.1099999994";"1.2799999714"
"175";"1401";"14030";"2005-11-15";"16:00:00";\N;"0.8000000119";"0.5400000215";"1.3400000334";"0.1000000015";"1.4400000572"
"176";"1404";"14049";"2006-03-26";"11:20:00";\N;"0.7300000191";"1.3799999952";"2.1099998951";"0.2899999917";"2.4000000954"
"177";"1404";"14050";"2006-03-26";"11:56:00";\N;"0.8199999928";"1.3099999428";"2.1300001144";"0.3899999857";"2.5199999809"
"178";"1404";"14051";"2006-03-26";"12:40:00";\N;"0.5099999905";"0.3899999857";"0.5099999905";"0.5799999833";"1.0900000334"
"179";"1404";"14052";"2006-03-26";"13:25:00";\N;"0.6499999762";"1.7999999523";"2.4500000477";"0.4799999893";"2.9300000668"
"180";"1404";"14053";"2006-03-27";"10:20:00";\N;"1.1000000238";"1.7100000381";"2.8099999428";"2.3099999428";"5.1199998856"
"181";"1404";"14054";"2006-03-27";"12:25:00";\N;"1.2000000477";"0.5899999738";"1.7899999619";"1.5";"3.2899999619"
"182";"1404";"14055";"2006-03-27";"15:35:00";\N;"0.8500000238";"0.6299999952";"1.4800000191";"1.0399999619";"2.5199999809"
"183";"1404";"14056";"2006-03-27";"16:40:00";\N;"0.6700000167";"1.6000000238";"2.2699999809";"1.0599999428";"3.3299999237"
"184";"1404";"14057";"2006-03-27";"17:05:00";\N;"0.3899999857";"1.9900000095";"1.9900000095";"0.6999999881";"2.6900000572"
"185";"1404";"14058";"2006-03-28";"16:00:00";\N;"1.1100000143";"0.4600000083";"1.5700000525";"1.7000000477";"3.2699999809"
"186";"1404";"14059";"2006-03-28";"17:15:00";\N;"1.2799999714";"0.5299999714";"1.8099999428";"0.9499999881";"2.7599999905"
"187";"1407";"14070";"2006-08-11";"15:15:00";\N;"1.1000000238";"0.4300000072";"1.5299999714";"1.3600000143";"2.8900001049"
"188";"1407";"14071";"2006-08-11";"14:50:00";\N;"0.7400000095";"0.3899999857";"0.7400000095";"3.3699998856";"4.1100001335"
"189";"1407";"14072";"2006-08-11";"12:10:00";\N;"0.3700000048";"0.3899999857";"0.3700000048";"1.1200000048";"1.4900000095"
"190";"1407";"14073";"2006-08-11";"11:15:00";\N;"1.9700000286";"0.3899999857";"1.9700000286";"0.8299999833";"2.7999999523"
"191";"1407";"14074";"2006-08-11";"11:35:00";\N;"0.3899999857";"0.3899999857";"0.3899999857";"4.2399997711";"4.2399997711"
"192";"1407";"14075";"2006-08-11";"14:20:00";\N;"0.0500000007";"0.3899999857";"0.0500000007";"4.3299999237";"4.3800001144"
"193";"1501";"15001";"2005-11-20";"16:00:00";\N;\N;"0.3899999857";\N;\N;\N
"194";"1504";"15001";"2006-04-02";"16:10:00";\N;"1.7300000191";"0.5299999714";"2.2599999905";"1.6299999952";"3.8900001049"
"195";"1504";"15011";"2006-04-05";"15:45:00";\N;"1.5199999809";"1";"2.5199999809";"1.1399999857";"3.6600000858"
"196";"1501";"15023";"2005-11-20";\N;\N;"4.75";"1.9900000095";"6.7399997711";"1.2899999619";"8.029999733"
"197";"1501";"15024";"2005-11-21";"13:40:00";\N;"1.9800000191";"2.7699999809";"4.75";"3.9000000954";"8.6499996185"
"198";"1501";"15025";"2005-11-21";"16:00:00";\N;\N;"0.9700000286";"0.9700000286";\N;"0.9700000286"
"199";"1501";"15026";"2005-11-22";"17:25:00";\N;"1.1599999666";"1.2599999905";"2.7599999905";"1.3700000048";"4.1300001144"
"200";"1501";"15027";"2005-11-22";\N;\N;"3.0599999428";"2.0299999714";"5.0900001526";"0.9499999881";"6.0399999619"
"201";"1501";"15028";"2005-11-22";"13:14:00";\N;"1.9500000477";"5.2899999619";"7.2399997711";"2.6300001144";"9.8699998856"
"202";"1501";"15029";"2005-11-22";"15:26:00";\N;"1.1499999762";"1.5900000334";"2.7400000095";"2.0899999142";"4.8299999237"
"203";"1501";"15030";"2005-11-22";"17:48:00";\N;"1.0099999905";"3.3299999237";"4.3400001526";"2.9900000095";"7.3299999237"
"204";"1501";"15031";"2005-11-23";"11:09:00";\N;"1.3799999952";"2.5999999046";"3.9800000191";"0.5500000119";"4.5300002098"
"205";"1501";"15032";"2005-11-23";"13:05:00";\N;"0.9399999976";"1.9500000477";"2.8900001049";"0.5699999928";"3.4600000381"
"206";"1501";"15033";"2005-11-23";"13:40:00";\N;"0.6299999952";"3.0299999714";"3.6600000858";"1.1399999857";"4.8000001907"
"207";"1501";"15034";"2005-11-23";"14:20:00";\N;"7.6199998856";"3.0799999237";"10.699999809";"2.0399999619";"12.739999771"
"208";"1501";"15035";"2005-11-23";"15:15:00";\N;"1.6599999666";"0.5299999714";"2.1900000572";"1.8300000429";"4.0199999809"
"209";"1501";"15036";"2005-11-25";"12:45:00";\N;"1.5199999809";"4.6999998093";"6.2199997902";"0.3799999952";"6.5999999046"
"210";"1501";"15037";"2005-11-25";"14:25:00";\N;"1.1299999952";"1.3799999952";"2.5099999905";"7.3200001717";"9.8299999237"
"211";"1501";"15038";"2005-11-26";"11:50:00";\N;"4.7100000381";"4.1199998856";"8.8299999237";"0.5099999905";"9.3400001526"
"212";"1501";"15039";"2005-11-26";"13:40:00";\N;"1.1699999571";"3.7300000191";"4.9000000954";"1.5499999523";"6.4499998093"
"213";"1507";"15039";"2006-08-01";"15:10:00";\N;"1.7699999809";"0.7099999785";"0.5299999714";"0.5299999714";"1.2400000095"
"214";"1501";"15040";"2005-11-26";"16:25:00";\N;"3.1099998951";"3.8900001049";"7";"1.3799999952";"8.3800001144"
"215";"1504";"15040";"2006-04-07";"15:20:00";\N;"1.5700000525";"1.1000000238";"2.6700000763";"1.6100000143";"4.2800002098"
"216";"1501";"15041";"2005-11-27";"11:30:00";\N;"2.6099998951";"1";"3.6099998951";"7.5599999428";"11.170000076"
"217";"1507";"15041";"2006-08-02";"10:30:00";\N;"6.0500001907";"1.9700000286";"1.5";"1.5";"3.4700000286"
"218";"1501";"15042";"2005-11-27";"13:20:00";\N;"5.2800002098";"0.8000000119";"6.0799999237";"0.7799999714";"6.8600001335"
"219";"1504";"15042";"2006-04-08";"12:30:00";\N;"1.6000000238";"0.9700000286";"2.5699999332";"1.2200000286";"3.7899999619"
"220";"1507";"15042";"2006-08-02";"12:10:00";\N;"2.4300000668";"0.7099999785";"2.0599999428";"2.0599999428";"2.7699999809"
"221";"1501";"15043";"2005-11-27";"14:00:00";\N;"1.1900000572";"8.3599996567";"9.5500001907";"0.9100000262";"10.460000038"
"222";"1501";"15044";"2005-11-27";"15:00:00";\N;"1.8899999857";"1.5499999523";"3.4400000572";"2.5699999332";"6.0100002289"
"223";"1501";"15045";"2005-11-27";"16:00:00";\N;"0.8500000238";"0.4199999869";"0.8700000048";"1.6499999762";"2.5199999809"
"224";"1504";"15063";"2006-04-02";"10:40:00";\N;"1.9199999571";"0.8799999952";"2.7999999523";"1.4500000477";"4.25"
"225";"1504";"15068";"2006-04-05";"10:50:00";\N;"2.1400001049";"1.0299999714";"3.1700000763";"1.6000000238";"4.7699999809"
"226";"1504";"15070";"2006-04-06";"12:20:00";\N;"1.6599999666";"0.4199999869";"2.0799999237";"1.9400000572";"4.0199999809"
"227";"1504";"15076";"2006-04-05";"12:40:00";\N;"2.0999999046";"0.8500000238";"2.9500000477";"0.7799999714";"3.7300000191"
"228";"1504";"15077";"2006-07-31";"12:20:00";\N;"1.9400000572";"1.1399999857";"3.0799999237";"2.9900000095";"6.0700001717"
"229";"1504";"15078";"2006-04-07";"11:10:00";\N;"1.5800000429";"0.7099999785";"2.2899999619";"1.3300000429";"3.6199998856"
"230";"1504";"15079";"2006-07-31";"13:13:00";\N;"2.0999999046";"1.2400000095";"3.3399999142";"1.6200000048";"4.9600000381"
"231";"1504";"15080";"2006-04-06";"14:20:00";\N;"0.3899999857";"0.5400000215";"0.5400000215";"0.8100000024";"1.3500000238"
"232";"1504";"15081";"2006-04-06";"16:10:00";\N;"0.3899999857";"0.4199999869";"0.4199999869";"1.4099999666";"1.8300000429"
"233";"1504";"15082";"2006-04-08";"10:50:00";\N;"2.1300001144";"1.9700000286";"4.0999999046";"4.5";"8.6000003815"
"234";"1504";"15083";"2006-04-08";"11:45:00";\N;"0.8899999857";"2.0599999428";"2.9500000477";"2.2799999714";"5.2300000191"
"235";"1504";"15084";"2006-04-08";"12:15:00";\N;"0.6100000143";"2.6199998856";"3.2300000191";"1.6499999762";"4.8800001144"
"236";"1507";"15084";"2006-08-02";"11:45:00";\N;"3.1199998856";"0.7699999809";"0.8199999928";"0.8199999928";"1.5900000334"
"237";"1504";"15085";"2006-04-08";"13:38:00";\N;"0.7400000095";"1.8600000143";"2.5999999046";"0.9499999881";"3.5499999523"
"238";"1504";"15086";"2006-04-02";\N;\N;"1.8200000525";"1.6699999571";"3.4900000095";"1.5399999619";"5.0300002098"
"239";"1504";"15087";"2006-04-02";"13:59:00";\N;"2.4700000286";"1.2599999905";"3.7300000191";"1.4400000572";"5.1700000763"
"240";"1504";"15088";"2006-04-02";"12:15:00";\N;"2.6400001049";"1.3099999428";"3.9500000477";"1.6000000238";"5.5500001907"
"241";"1504";"15089";"2006-04-03";"14:11:00";\N;"1.6499999762";"1.7999999523";"3.4500000477";"0.9399999976";"4.3899998665"
"242";"1504";"15090";"2006-04-03";"13:40:00";\N;"2.6700000763";"2.5399999619";"5.2100000381";"1.3400000334";"6.5500001907"
"243";"1504";"15091";"2006-04-04";\N;\N;"1.6100000143";"1.2599999905";"2.8699998856";"0.9499999881";"3.8199999332"
"244";"1504";"15092";"2006-04-04";\N;\N;"2.2100000381";"1.3600000143";"3.5699999332";"0.5500000119";"4.1199998856"
"245";"1504";"15093";"2006-04-04";\N;\N;"1.9600000381";"0.8000000119";"2.7599999905";"1.3200000525";"4.0799999237"
"246";"1504";"15094";"2006-04-03";"10:20:00";\N;"3.1199998856";"1.6200000048";"4.7399997711";"2.0299999714";"6.7699999809"
"247";"1504";"15095";"2006-04-03";"13:10:00";\N;"1.9099999666";"1.5900000334";"3.5";"1.2999999523";"4.8000001907"
"248";"1504";"15096";"2006-04-04";\N;\N;"2.7999999523";"1.5499999523";"4.3499999046";"2.2000000477";"6.5500001907"
"249";"1504";"15097";"2006-04-03";"15:30:00";\N;"1.6499999762";"4.9299998283";"6.5799999237";"0.6800000072";"7.2600002289"
"250";"1504";"15098";"2006-04-03";"12:00:00";\N;"3.4400000572";"4.6199998856";"8.0600004196";"1.4199999571";"9.4799995422"
"251";"1504";"15099";"2006-04-03";"14:50:00";\N;"2.3199999332";"3.2400000095";"5.5599999428";"1.0900000334";"6.6500000954"
"252";"1507";"15101";"2006-07-31";"15:15:00";\N;"2.9900000095";"0.5699999928";"0.4699999988";"0.4699999988";"1.0399999619"
"253";"1507";"15102";"2006-07-31";"16:50:00";\N;"2.6400001049";"1.3600000143";"0.5799999833";"0.5799999833";"1.9400000572"
"254";"1507";"15114";"2006-08-05";"16:25:00";\N;"3.7100000381";"2.8900001049";"0.5699999928";"0.5699999928";"3.4600000381"
"255";"1507";"15116";"2006-08-06";"15:28:00";\N;"2.1400001049";"1.8099999428";"1.1699999571";"1.1699999571";"2.9800000191"
"256";"1507";"15117";"2006-08-06";"17:35:00";\N;"2.8800001144";"1.0299999714";"1";"1";"2.0299999714"
"257";"1507";"15134";"2006-07-31";"14:40:00";\N;"2.3199999332";"0.5299999714";"0.6000000238";"0.6000000238";"1.1299999952"
"258";"1507";"15135";"2006-07-31";"12:20:00";\N;"8.1899995804";"0.6499999762";"0.6000000238";"0.6000000238";"1.25"
"259";"1507";"15136";"2006-07-31";"13:13:00";\N;"0.3899999857";"0.3899999857";"1.0800000429";"1.0800000429";"1.0800000429"
"260";"1507";"15137";"2006-08-01";"14:04:00";\N;"0.8999999762";"0.9499999881";"0.4399999976";"0.4399999976";"1.3899999857"
"261";"1507";"15138";"2006-08-02";"14:00:00";\N;"1.9900000095";"0.7799999714";"0.9100000262";"0.9100000262";"1.6900000572"
"262";"1507";"15139";"2006-08-02";"10:59:00";\N;"0.3899999857";"0.3899999857";"0.7799999714";"0.7799999714";"0.7799999714"
"263";"1507";"15140";"2006-08-02";"11:25:00";\N;"2.8299999237";"1.0700000525";"1.3200000525";"1.3200000525";"2.3900001049"
"264";"1507";"15141";"2006-08-02";"13:15:00";\N;"2.5899999142";"0.8100000024";"2.8599998951";"2.8599998951";"3.6700000763"
"265";"1507";"15142";"2006-08-04";"13:00:00";\N;"4.6999998093";"0.7200000286";"1.5199999809";"1.5199999809";"2.2400000095"
"266";"1507";"15143";"2006-08-04";"17:20:00";\N;"3.6300001144";"0.6600000262";"1.1399999857";"1.1399999857";"1.7999999523"
"267";"1507";"15144";"2006-08-04";"13:00:00";\N;"3.6700000763";"3.4700000286";"1.2400000095";"1.2400000095";"4.7100000381"
"268";"1507";"15145";"2006-08-04";"11:53:00";\N;"2.2999999523";"1.7000000477";"0.4199999869";"0.4199999869";"2.1199998856"
"269";"1507";"15146";"2006-08-04";"11:17:00";\N;"2.0399999619";"1.9900000095";"1.3400000334";"1.3400000334";"3.3299999237"
"270";"1507";"15147";"2006-08-05";"10:20:00";\N;"2.9900000095";"0.9599999785";"0.8399999738";"0.8399999738";"1.7999999523"
"271";"1507";"15148";"2006-08-05";"11:35:00";\N;"0.6999999881";"1.4299999475";"0.3899999857";"0.3899999857";"1.4299999475"
"272";"1507";"15149";"2006-08-05";"12:16:00";\N;"2.3900001049";"1.2899999619";"0.5299999714";"0.5299999714";"1.8200000525"
"273";"1507";"15150";"2006-08-05";"15:27:00";\N;"5.4699997902";"0.5799999833";"0.8199999928";"0.8199999928";"1.3999999762"
"274";"1507";"15151";"2006-08-05";"16:00:00";\N;"6.2699999809";"0.6399999857";"0.6299999952";"0.6299999952";"1.2699999809"
"275";"1507";"15152";"2006-08-05";"17:40:00";\N;"5.9299998283";"4.5799999237";"0.4099999964";"0.4099999964";"4.9899997711"
"276";"1507";"15153";"2006-08-05";"12:00:00";\N;"0.6000000238";"0.7699999809";"0.3899999857";"0.3899999857";"0.7699999809"
"277";"1507";"15154";"2006-08-06";"10:55:00";\N;"2.9800000191";"0.9800000191";"1";"1";"1.9800000191"
"278";"1507";"15155";"2006-08-06";"13:47:00";\N;"2.5499999523";"1.5";"1.0900000334";"1.0900000334";"2.5899999142"
"279";"1507";"15156";"2006-08-06";"14:20:00";\N;"1.7899999619";"0.7200000286";"0.9300000072";"0.9300000072";"1.6499999762"
"280";"1507";"15157";"2006-08-06";"13:18:00";\N;"2.1500000954";"1.1100000143";"0.9900000095";"0.9900000095";"2.0999999046"
"281";"1507";"15158";"2006-08-06";"11:40:00";\N;"2.5499999523";"0.6600000262";"1.0199999809";"1.0199999809";"1.6799999475"
"282";"1601";"16009";"2005-11-18";"16:00:00";\N;"0.8600000143";"0.3899999857";"0.8600000143";"0.25";"1.1100000143"
"283";"1601";"16012";"2005-11-21";"10:30:00";\N;"0.7799999714";"0.4600000083";"1.2400000095";"1.1499999762";"2.3900001049"
"284";"1601";"16021";"2005-11-17";"15:45:00";\N;"0.8500000238";"0.3899999857";"0.8500000238";"0.8600000143";"1.7100000381"
"285";"1601";"16022";"2005-11-17";"10:45:00";\N;"1.7599999905";"0.8199999928";"2.5799999237";"0.4300000072";"3.0099999905"
"286";"1604";"16022";"2006-03-28";"16:40:00";\N;"0.6999999881";"0.9200000167";"1.6200000048";"0.75";"2.3699998856"
"287";"1601";"16023";"2005-11-17";"14:40:00";\N;"3.6199998856";"0.5";"4.1199998856";"1.1200000048";"5.2399997711"
"288";"1601";"16024";"2005-11-17";"16:00:00";\N;\N;"1.4099999666";"1.4099999666";\N;"1.4099999666"
"289";"1604";"16024";"2006-03-29";"10:35:00";\N;"0.6800000072";"1.3500000238";"2.0299999714";"0.4300000072";"2.4600000381"
"290";"1601";"16025";"2005-11-18";"13:50:00";\N;"2.9500000477";"1.2200000286";"4.1700000763";"5.0900001526";"9.2600002289"
"291";"1601";"16026";"2005-11-18";"15:20:00";\N;"4.3200001717";"6.8099999428";"11.130000114";"1.6799999475";"12.81000042"
"292";"1601";"16027";"2005-11-18";"16:40:00";\N;"3.8099999428";"3.7599999905";"7.5700001717";"0.3799999952";"7.9499998093"
"293";"1601";"16028";"2005-11-19";"12:00:00";\N;"4.3200001717";"3.5199999809";"7.7199997902";"1.8500000238";"9.5699996948"
"294";"1601";"16029";"2005-11-21";"11:00:00";\N;"4.8499999046";"5.2800002098";"10.130000114";"4.0700001717";"14.199999809"
"295";"1601";"16030";"2005-11-21";"11:20:00";\N;"2.1600000858";"2.8900001049";"5.0500001907";"2.8599998951";"7.9099998474"
"296";"1601";"16031";"2005-11-19";\N;\N;"1.1399999857";"2.1199998856";"3.2599999905";"0.4600000083";"3.7200000286"
"297";"1604";"16050";"2006-03-30";"17:00:00";\N;"1.25";"0.5699999928";"1.8200000525";"0.5799999833";"2.4000000954"
"298";"1604";"16051";"2006-03-31";"10:25:00";\N;"1.6900000572";"0.3899999857";"1.6900000572";"1.5700000525";"3.2599999905"
"299";"1604";"16054";"2006-03-28";"12:30:00";\N;"1.25";"0.8500000238";"2.0999999046";"1.1699999571";"3.2699999809"
"300";"1604";"16055";"2006-03-30";"12:30:00";\N;"1.0700000525";"0.5299999714";"1.6000000238";"0.8799999952";"2.4800000191"
"301";"1604";"16056";"2006-03-30";"12:05:00";\N;"1.0900000334";"1.5499999523";"2.6400001049";"0.1599999964";"2.7999999523"
"302";"1604";"16057";"2006-03-30";"13:25:00";\N;"1.4400000572";"0.5";"1.9400000572";"0.8199999928";"2.7599999905"
"303";"1604";"16058";"2006-03-31";"09:30:00";\N;"1.2599999905";"0.6100000143";"1.8700000048";"0.4799999893";"2.3499999046"
"304";"1604";"16059";"2006-03-31";"16:00:00";\N;"3.0999999046";"8.9300003052";"12.029999733";"1.7999999523";"13.829999924"
"305";"1604";"16060";"2006-03-31";"16:45:00";\N;"2.6500000954";"6.4699997902";"9.1199998856";"1.6399999857";"10.760000229"
"306";"1604";"16061";"2006-03-31";"17:00:00";\N;"1.1200000048";"0.5600000024";"1.6799999475";"1.4099999666";"3.0899999142"
"307";"1607";"16080";"2006-08-08";"12:40:00";\N;"2.3399999142";"0.4099999964";"2.75";"2.6600000858";"5.4099998474"
"308";"1607";"16081";"2006-08-08";"14:19:00";\N;"0.3899999857";"0.3899999857";"0.3899999857";"4.1999998093";"4.1999998093"
"309";"1607";"16082";"2006-08-08";"16:00:00";\N;"0.8899999857";"0.7699999809";"1.6599999666";"0.9599999785";"2.6199998856"
"310";"1607";"16083";"2006-08-09";"10:40:00";\N;"0.7599999905";"0.5";"1.2599999905";"1";"2.2599999905"
"311";"1607";"16084";"2006-08-09";"11:19:00";\N;"0.7599999905";"1.4600000381";"2.2200000286";"6.0500001907";"8.2700004578"
"312";"1607";"16085";"2006-08-09";"13:20:00";\N;"1.7300000191";"0.7599999905";"2.4900000095";"1.4199999571";"3.9100000858"
"313";"1607";"16086";"2006-08-09";"14:00:00";\N;"0.7900000215";"0.3899999857";"0.7900000215";"3.1199998856";"3.9100000858"
"314";"1607";"16087";"2006-08-09";"15:30:00";\N;"0.8799999952";"2.4800000191";"3.3599998951";"9.470000267";"12.829999924"
"315";"1607";"16088";"2006-08-09";"16:37:00";\N;"1.1599999666";"0.1800000072";"1.3400000334";"3";"4.3400001526"
